Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
53990,18,1152,10,8,644,private,S0,tcp,296,5,255,0.02,0.07,0,anomaly
53992,18,1152,10,8,644,supdup,S0,tcp,219,7,255,0.03,0.08,0,anomaly
53994,20,1276,10,10,644,http,SF,tcp,1,1,18,1,0,296,normal
53993,20,1276,10,10,644,kshell,S0,tcp,104,1,255,0.07,0.05,0,anomaly
53995,20,1276,10,10,644,efs,S0,tcp,107,2,255,0.01,0.06,0,anomaly
53996,20,1276,10,10,644,http,SF,tcp,27,27,243,1,0,892,normal
53997,20,1276,10,10,644,http,SF,tcp,16,27,255,1,0,388,normal
53998,20,1276,10,10,644,eco_i,SF,icmp,1,6,2,1,0,0,anomaly
53999,20,1276,10,10,644,ftp_data,S0,tcp,229,20,255,0.08,0.06,0,anomaly
54000,20,1276,10,10,644,http,SF,tcp,11,11,255,1,0,305,normal
54003,18,1152,10,8,644,http,SF,tcp,13,13,13,1,0,342,normal
54002,18,1152,10,8,644,domain_u,SF,udp,269,269,255,0.8,0.01,78,normal
54001,18,1152,10,8,644,private,S0,tcp,134,1,255,0.02,0.06,0,anomaly
54004,18,1152,10,8,644,eco_i,SF,icmp,1,11,4,1,0,0,anomaly
54005,18,1152,10,8,644,uucp_path,S0,tcp,231,14,255,0.05,0.07,0,anomaly
54006,18,1152,10,8,644,http,SF,tcp,1,1,69,1,0,27928,normal
54007,18,1152,10,8,644,http,SF,tcp,2,25,10,1,0,1013,normal
54008,18,1152,10,8,644,http,SF,tcp,5,5,21,1,0,4454,normal
0,2,120,2,0,120,http,SF,tcp,5,10,14,1,0,986,normal
54012,20,1276,10,10,644,ftp,SF,tcp,1,1,10,0.5,0.3,4152,normal
54011,20,1276,10,10,644,http,SF,tcp,2,3,64,1,0,27280,normal
54009,20,1276,10,10,644,nnsp,REJ,tcp,112,14,255,0.05,0.06,0,anomaly
54010,20,1276,10,10,644,discard,S0,tcp,209,16,255,0.06,0.07,0,anomaly
54013,20,1276,10,10,644,telnet,S0,tcp,80,17,255,0.06,0.07,0,anomaly
54014,20,1276,10,10,644,http,SF,tcp,14,14,255,1,0,2527,normal
54015,20,1276,10,10,644,private,S0,tcp,131,1,255,0,0.07,0,anomaly
54016,20,1276,10,10,644,netbios_ssn,REJ,tcp,238,2,255,0.01,0.07,0,anomaly
54018,18,1152,10,8,644,http,SF,tcp,18,18,33,1,0,626,normal
54017,18,1152,10,8,644,http,SF,tcp,30,30,255,1,0,3591,normal
54019,18,1152,10,8,644,private,REJ,tcp,20,1,138,0.01,0.25,0,anomaly
54020,18,1152,10,8,644,smtp,SF,tcp,1,3,106,0.61,0.06,326,normal
54021,18,1152,10,8,644,ftp_data,SF,tcp,2,2,3,1,0,0,normal
54022,18,1152,10,8,644,other,SF,udp,7,1,255,0,0.62,0,normal
54023,18,1152,10,8,644,netbios_ns,S0,tcp,93,2,255,0.01,0.05,0,anomaly
54024,18,1152,10,8,644,http,SF,tcp,9,9,73,1,0,305,normal
54027,20,1276,10,10,644,efs,REJ,tcp,113,16,255,0.06,0.06,0,anomaly
54025,20,1276,10,10,644,login,S0,tcp,70,7,255,0.03,0.06,0,anomaly
54026,20,1276,10,10,644,http,SF,tcp,3,3,2,1,0,1451,normal
54028,20,1276,10,10,644,http,SF,tcp,6,6,255,1,0,4061,normal
54029,20,1276,10,10,644,systat,REJ,tcp,238,1,255,0,0.08,0,anomaly
54030,20,1276,10,10,644,http,SF,tcp,18,32,255,1,0,3675,normal
54031,20,1276,10,10,644,uucp,S0,tcp,146,23,255,0.09,0.05,0,anomaly
54032,20,1276,10,10,644,telnet,S0,tcp,22,13,255,0.21,0.04,0,anomaly
54036,18,1152,10,8,644,domain,S0,tcp,278,2,255,0.01,0.07,0,anomaly
54033,18,1152,10,8,644,http,SF,tcp,22,22,88,1,0,367,normal
54034,18,1152,10,8,644,private,S0,tcp,120,14,255,0.05,0.05,0,anomaly
54035,18,1152,10,8,644,http,SF,tcp,2,4,140,1,0,9518,normal
54037,18,1152,10,8,644,http,SF,tcp,4,14,30,1,0,1759,normal
54040,18,1152,10,8,644,nnsp,REJ,tcp,118,13,255,0.05,0.07,0,anomaly
54039,18,1152,10,8,644,ftp_data,SF,tcp,1,1,32,0.59,0.06,0,normal
54038,18,1152,10,8,644,imap4,S0,tcp,275,8,255,0.03,0.06,0,anomaly
54041,20,1276,10,10,644,private,S0,tcp,300,6,255,0.01,0.07,0,anomaly
54042,20,1276,10,10,644,ntp_u,SF,udp,1,1,255,0.82,0.01,48,normal
54043,20,1276,10,10,644,http,SF,tcp,5,5,27,1,0,7190,normal
54044,20,1276,10,10,644,domain_u,SF,udp,241,240,255,0.98,0.01,69,normal
54045,20,1276,10,10,644,private,S0,tcp,190,4,255,0.02,0.06,0,anomaly
54047,20,1276,10,10,644,http,SF,tcp,1,1,255,1,0,18037,normal
54048,20,1276,10,10,644,kshell,REJ,tcp,146,19,255,0.07,0.06,0,anomaly
54046,20,1276,10,10,644,private,SF,tcp,511,1,255,0,1,0,anomaly
54049,18,1152,10,8,644,http,SF,tcp,2,2,134,1,0,301,normal
54051,18,1152,10,8,644,http,SF,tcp,4,7,113,1,0,488,normal
54050,18,1152,10,8,644,netbios_dgm,REJ,tcp,235,4,255,0.02,0.07,0,anomaly
54052,18,1152,10,8,644,ftp,SF,tcp,1,1,174,0.26,0.03,1043,normal
54053,18,1152,10,8,644,private,S0,tcp,179,13,255,0.05,0.07,0,anomaly
54054,18,1152,10,8,644,private,S0,tcp,215,11,255,0.02,0.08,0,anomaly
54055,18,1152,10,8,644,smtp,SF,tcp,1,2,189,0.63,0.04,335,normal
54056,18,1152,10,8,644,uucp,S0,tcp,117,19,255,0.07,0.07,0,anomaly
54060,20,1276,10,10,644,login,S0,tcp,120,5,255,0.06,0.07,0,anomaly
54058,20,1276,10,10,644,ecr_i,SF,icmp,105,105,255,1,0,0,anomaly
54059,20,1276,10,10,644,domain_u,SF,udp,123,123,255,1,0.01,81,normal
54057,20,1276,10,10,644,domain_u,SF,udp,142,222,255,1,0,46,normal
54061,20,1276,10,10,644,ntp_u,SF,udp,4,1,255,0.56,0.01,48,normal
54062,20,1276,10,10,644,private,S0,tcp,178,1,255,0.07,0.06,0,anomaly
54063,20,1276,10,10,644,other,SF,udp,4,1,48,0.02,0.6,0,normal
54064,20,1276,10,10,644,http,SF,tcp,2,2,255,1,0,486,normal
54065,18,1152,10,8,644,private,RSTO,tcp,115,12,255,0.05,0.06,0,anomaly
54066,18,1152,10,8,644,http,SF,tcp,5,22,58,1,0,1349,normal
54067,18,1152,10,8,644,smtp,SF,tcp,1,2,188,0.64,0.1,330,normal
54068,18,1152,10,8,644,telnet,S0,tcp,29,9,255,0.04,0.07,0,anomaly
54069,18,1152,10,8,644,telnet,S0,tcp,67,17,255,0.17,0.04,0,anomaly
54070,18,1152,10,8,644,discard,S0,tcp,121,20,255,0.05,0.07,0,anomaly
54071,18,1152,10,8,644,uucp,S0,tcp,105,5,255,0.02,0.05,0,anomaly
54072,18,1152,10,8,644,http,REJ,tcp,1,1,2,1,0,0,normal
54073,20,1276,10,10,644,ecr_i,SF,icmp,220,220,255,1,0,0,anomaly
54074,20,1276,10,10,644,http,REJ,tcp,1,2,7,1,0,0,normal
54076,20,1276,10,10,644,nnsp,S0,tcp,138,20,255,0.08,0.06,0,anomaly
54075,20,1276,10,10,644,other,SF,udp,3,1,3,0.33,0.67,0,normal
54077,20,1276,10,10,644,eco_i,SF,icmp,1,33,1,1,0,0,anomaly
54078,20,1276,10,10,644,http,SF,tcp,1,10,66,1,0,7262,normal
54079,20,1276,10,10,644,http,SF,tcp,27,28,255,1,0,756,normal
54080,20,1276,10,10,644,private,S0,tcp,85,2,255,0.02,0.07,0,anomaly
54081,18,1152,10,8,644,domain_u,SF,udp,67,147,255,0.93,0.02,136,normal
54082,18,1152,10,8,644,http,SF,tcp,5,12,150,1,0,256,normal
54083,18,1152,10,8,644,other,SF,udp,1,1,138,0.01,0.65,105,normal
54084,18,1152,10,8,644,private,S0,tcp,81,17,255,0.02,0.07,0,anomaly
54085,18,1152,10,8,644,eco_i,SF,icmp,1,29,2,1,0,0,anomaly
54087,18,1152,10,8,644,private,S0,tcp,140,4,255,0.09,0.06,0,anomaly
54088,18,1152,10,8,644,http,SF,tcp,6,6,255,0.99,0.01,2698,normal
54086,18,1152,10,8,644,private,S0,tcp,114,13,255,0.07,0.07,0,anomaly
54090,20,1276,10,10,644,supdup,S0,tcp,159,11,255,0.04,0.06,0,anomaly
54092,20,1276,10,10,644,domain_u,SF,udp,83,85,203,0.68,0.02,150,normal
54091,20,1276,10,10,644,private,S0,tcp,91,5,255,0.07,0.06,0,anomaly
54089,20,1276,10,10,644,http,SF,tcp,2,2,80,1,0,26340,normal
54093,20,1276,10,10,644,ssh,S0,tcp,72,14,255,0.03,0.07,0,anomaly
54094,20,1276,10,10,644,ftp,S0,tcp,239,7,255,0.03,0.06,0,anomaly
54096,20,1276,10,10,644,private,S0,tcp,106,9,255,0.08,0.06,0,anomaly
54095,20,1276,10,10,644,private,S0,tcp,104,2,255,0.07,0.09,0,anomaly
54097,18,1152,10,8,644,netbios_dgm,REJ,tcp,218,12,255,0.05,0.09,0,anomaly
54098,18,1152,10,8,644,http,REJ,tcp,224,12,255,0.05,0.07,0,anomaly
54099,18,1152,10,8,644,domain_u,SF,udp,3,4,255,0.98,0.01,54,normal
54100,18,1152,10,8,644,IRC,S3,tcp,2,1,9,0.56,0.22,7872,normal
54101,18,1152,10,8,644,domain_u,SF,udp,42,122,255,1,0.01,126,normal
54102,18,1152,10,8,644,private,RSTR,tcp,1,1,255,0,0.73,0,anomaly
54103,18,1152,10,8,644,domain_u,SF,udp,196,196,255,1,0,125,normal
54104,18,1152,10,8,644,eco_i,SF,icmp,1,22,1,1,0,0,anomaly
54105,20,1276,10,10,644,uucp,RSTO,tcp,110,4,255,0.02,0.06,0,anomaly
54106,20,1276,10,10,644,eco_i,SF,icmp,1,40,2,1,0,0,anomaly
54107,20,1276,10,10,644,private,S0,tcp,234,3,255,0.01,0.07,0,anomaly
54108,20,1276,10,10,644,private,REJ,tcp,104,2,255,0.09,0.07,0,anomaly
54109,20,1276,10,10,644,http,SF,tcp,21,21,143,1,0,867,normal
54110,20,1276,10,10,644,eco_i,SF,icmp,1,26,2,1,0,0,anomaly
54111,20,1276,10,10,644,whois,S0,tcp,298,18,255,0.05,0.06,0,anomaly
54112,20,1276,10,10,644,http,SF,tcp,4,7,5,1,0,35096,normal
54116,18,1152,10,8,644,private,REJ,tcp,143,1,255,0,0.59,0,anomaly
54115,18,1152,10,8,644,ftp_data,S0,tcp,246,13,255,0.05,0.06,0,anomaly
54113,18,1152,10,8,644,login,RSTO,tcp,140,19,255,0.07,0.07,0,anomaly
54114,18,1152,10,8,644,uucp,S0,tcp,133,24,255,0.09,0.05,0,anomaly
54117,18,1152,10,8,644,smtp,SF,tcp,1,2,201,0.67,0.02,1359,normal
54118,18,1152,10,8,644,http,SF,tcp,5,5,32,1,0,5175,normal
54119,18,1152,10,8,644,http,SF,tcp,3,4,3,1,0,259,normal
54120,18,1152,10,8,644,http,S0,tcp,171,6,255,0.02,0.05,0,anomaly
54123,20,1276,10,10,644,whois,S0,tcp,246,20,255,0.08,0.07,0,anomaly
54124,20,1276,10,10,644,ftp_data,SF,tcp,1,1,93,0.38,0.04,0,normal
54121,20,1276,10,10,644,http,SF,tcp,5,13,169,1,0,994,normal
54122,20,1276,10,10,644,iso_tsap,S0,tcp,243,14,255,0.05,0.08,0,anomaly
54125,20,1276,10,10,644,domain_u,SF,udp,102,107,255,1,0,109,normal
54126,20,1276,10,10,644,ftp_data,SF,tcp,23,23,255,0.49,0.02,0,normal
54127,20,1276,10,10,644,ftp_data,SF,tcp,2,3,93,0.15,0.04,0,normal
54128,20,1276,10,10,644,http,SF,tcp,2,2,255,1,0,2113,normal
54132,18,1152,10,8,644,http,SF,tcp,11,11,27,1,0,267,normal
54130,18,1152,10,8,644,other,SF,udp,3,1,255,0.01,0.57,105,normal
54129,18,1152,10,8,644,domain_u,SF,udp,146,226,255,1,0,45,normal
54131,18,1152,10,8,644,http,SF,tcp,1,1,8,1,0,19994,normal
54133,18,1152,10,8,644,http,SF,tcp,26,29,255,1,0,2251,normal
54136,18,1152,10,8,644,smtp,SF,tcp,1,2,50,0.98,0.04,366,normal
54134,18,1152,10,8,644,eco_i,SF,icmp,1,1,1,1,0,0,anomaly
54135,18,1152,10,8,644,smtp,SF,tcp,1,1,117,0.83,0.03,328,normal
54137,20,1276,10,10,644,bgp,S0,tcp,236,19,194,0.1,0.06,0,anomaly
54138,20,1276,10,10,644,imap4,S0,tcp,259,4,255,0.02,0.09,0,anomaly
54140,20,1276,10,10,644,private,S0,tcp,264,1,255,0.05,0.07,0,anomaly
54139,20,1276,10,10,644,private,S0,tcp,217,13,255,0.05,0.07,0,anomaly
54141,20,1276,10,10,644,auth,REJ,tcp,251,2,255,0.01,0.07,0,anomaly
54142,20,1276,10,10,644,private,S0,tcp,90,2,255,0.07,0.07,0,anomaly
54143,20,1276,10,10,644,domain_u,SF,udp,4,6,255,1,0.01,46,normal
54144,20,1276,10,10,644,http,REJ,tcp,1,1,3,1,0,0,normal
54146,18,1152,10,8,644,private,RSTR,tcp,2,2,255,0.01,0.72,0,anomaly
54147,18,1152,10,8,644,private,S0,tcp,288,5,255,0.04,0.08,0,anomaly
54145,18,1152,10,8,644,http,SF,tcp,7,8,255,1,0,2275,normal
54148,18,1152,10,8,644,http,SF,tcp,22,39,255,1,0,337,normal
54149,18,1152,10,8,644,vmnet,S0,tcp,282,3,255,0.02,0.07,0,anomaly
54150,18,1152,10,8,644,http,SF,tcp,5,6,13,1,0,681,normal
54151,18,1152,10,8,644,bgp,S0,tcp,245,4,255,0.02,0.05,0,anomaly
54152,18,1152,10,8,644,finger,S0,tcp,31,10,255,0.24,0.02,0,anomaly
54153,20,1276,10,10,644,http,SF,tcp,9,10,255,1,0,297,normal
54154,20,1276,10,10,644,http,SF,tcp,2,3,255,1,0,3480,normal
54155,20,1276,10,10,644,ecr_i,SF,icmp,2,2,182,1,0,0,normal
54156,20,1276,10,10,644,time,RSTO,tcp,190,19,255,0.07,0.07,0,anomaly
54158,20,1276,10,10,644,http,SF,tcp,23,23,255,1,0,2572,normal
54159,20,1276,10,10,644,http,SF,tcp,12,12,217,1,0,1215,normal
54157,20,1276,10,10,644,ftp_data,SF,tcp,5,5,165,0.38,0.02,0,normal
54160,20,1276,10,10,644,private,S0,tcp,219,11,255,0.04,0.06,0,anomaly
54161,18,1152,10,8,644,private,SF,udp,58,58,255,0.1,0.01,0,anomaly
54162,18,1152,10,8,644,http,SF,tcp,2,2,255,1,0,9572,normal
54163,18,1152,10,8,644,private,S0,tcp,239,7,255,0.03,0.07,0,anomaly
54164,18,1152,10,8,644,http,SF,tcp,2,2,2,1,0,910,normal
54165,18,1152,10,8,644,ftp,SF,tcp,1,1,227,0.26,0.02,4152,normal
54166,18,1152,10,8,644,private,S0,tcp,212,20,255,0.08,0.08,0,anomaly
54168,18,1152,10,8,644,Z39_50,REJ,tcp,287,16,255,0.06,0.07,0,anomaly
54167,18,1152,10,8,644,telnet,S0,tcp,67,14,255,0.21,0.03,0,anomaly
54170,20,1276,10,10,644,http,SF,tcp,7,7,7,1,0,2495,normal
54169,20,1276,10,10,644,domain_u,SF,udp,235,234,255,0.97,0.01,73,normal
54172,20,1276,10,10,644,http,REJ,tcp,1,1,17,1,0,0,normal
54171,20,1276,10,10,644,domain_u,SF,udp,111,111,255,1,0,45,normal
54174,20,1276,10,10,644,smtp,RSTO,tcp,1,1,167,0.69,0.02,0,normal
54173,20,1276,10,10,644,auth,S0,tcp,250,8,255,0.03,0.07,0,anomaly
54175,20,1276,10,10,644,private,SF,udp,4,4,255,0.14,0.44,0,anomaly
54176,20,1276,10,10,644,ftp_data,SF,tcp,2,2,89,0.13,0.04,0,normal
54177,20,1276,10,10,644,private,S0,tcp,49,9,255,0.04,0.09,0,anomaly
54178,20,1276,10,10,644,http,SF,tcp,1,13,2,1,0,238,normal
54179,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.21,0.06,401,normal
54180,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.27,0.15,0,anomaly
54181,20,1276,10,10,644,smtp,SF,tcp,1,1,87,0.82,0.03,377,normal
54183,20,1276,10,10,644,urp_i,SF,icmp,35,5,255,0.11,0.01,0,normal
54182,20,1276,10,10,644,domain_u,SF,udp,92,172,255,1,0.01,139,normal
54184,20,1276,10,10,644,ecr_i,SF,icmp,1,1,41,0.02,0.07,0,normal
54185,18,1152,10,8,644,eco_i,SF,icmp,1,40,2,1,0,0,anomaly
54186,18,1152,10,8,644,ftp_data,SF,tcp,1,1,124,0.19,0.02,0,normal
54187,18,1152,10,8,644,private,SF,udp,17,6,255,0.02,0.22,0,anomaly
54188,18,1152,10,8,644,finger,SF,tcp,1,1,255,0.01,0.07,147,normal
54189,18,1152,10,8,644,http,SF,tcp,7,14,255,1,0,1705,normal
54190,18,1152,10,8,644,http,SF,tcp,5,10,148,1,0,2400,normal
54191,18,1152,10,8,644,domain_u,SF,udp,315,314,255,0.92,0.01,74,normal
54192,18,1152,10,8,644,bgp,S0,tcp,300,20,255,0.08,0.07,0,anomaly
54194,20,1276,10,10,644,smtp,SF,tcp,1,2,211,0.55,0.03,328,normal
54193,20,1276,10,10,644,private,RSTR,tcp,2,2,196,0.01,0.2,0,anomaly
54195,20,1276,10,10,644,telnet,S0,tcp,34,14,255,0.05,0.07,0,anomaly
54196,20,1276,10,10,644,private,S0,tcp,145,15,255,0.1,0.06,0,anomaly
54197,20,1276,10,10,644,private,RSTO,tcp,102,1,255,0,0.07,0,anomaly
54198,20,1276,10,10,644,ftp_data,SF,tcp,3,4,255,0.46,0.01,0,normal
54199,20,1276,10,10,644,http,SF,tcp,5,5,21,1,0,4281,normal
54200,20,1276,10,10,644,domain_u,SF,udp,2,2,168,1,0,112,normal
54201,18,1152,10,8,644,courier,S0,tcp,137,25,255,0.1,0.05,0,anomaly
54204,18,1152,10,8,644,gopher,S0,tcp,238,7,255,0.01,0.09,0,anomaly
54202,18,1152,10,8,644,private,REJ,tcp,289,17,255,0.07,0.09,0,anomaly
54203,18,1152,10,8,644,ftp_data,SF,tcp,2,2,173,0.08,0.02,0,normal
54206,18,1152,10,8,644,ftp_data,SF,tcp,1,1,1,1,0,0,normal
54205,18,1152,10,8,644,iso_tsap,S0,tcp,256,11,255,0.04,0.07,0,anomaly
54207,18,1152,10,8,644,domain_u,SF,udp,15,85,255,0.87,0.02,138,normal
54208,18,1152,10,8,644,http,SF,tcp,7,7,191,1,0,392,normal
54210,20,1276,10,10,644,http,SF,tcp,7,10,228,1,0,1320,normal
54209,20,1276,10,10,644,private,S0,tcp,131,9,255,0,0.06,0,anomaly
54211,20,1276,10,10,644,http,SF,tcp,16,17,255,1,0,290,normal
54212,20,1276,10,10,644,ftp_data,SF,tcp,2,2,151,0.4,0.03,0,normal
54213,20,1276,10,10,644,ftp_data,SF,tcp,1,1,243,0.23,0.02,0,normal
54214,20,1276,10,10,644,ftp,S0,tcp,220,1,255,0,0.08,0,anomaly
54215,20,1276,10,10,644,private,SF,udp,1,1,255,0.96,0.01,146,normal
54216,20,1276,10,10,644,private,S0,tcp,120,6,255,0.06,0.07,0,anomaly
54219,18,1152,10,8,644,private,S0,tcp,82,8,255,0.03,0.05,0,anomaly
54217,18,1152,10,8,644,private,S0,tcp,249,16,255,0.02,0.07,0,anomaly
54218,18,1152,10,8,644,domain_u,SF,udp,66,146,255,1,0,132,normal
54220,18,1152,10,8,644,private,REJ,tcp,15,6,255,0.1,0.06,0,anomaly
54221,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.58,0.01,331,normal
54222,18,1152,10,8,644,smtp,SF,tcp,2,3,197,0.48,0.03,328,normal
54224,18,1152,10,8,644,ftp_data,SF,tcp,1,1,7,1,0,0,normal
54223,18,1152,10,8,644,vmnet,S0,tcp,266,4,255,0.02,0.07,0,anomaly
54226,20,1276,10,10,644,telnet,S0,tcp,25,6,255,0.26,0.02,0,anomaly
54225,20,1276,10,10,644,time,S0,tcp,294,17,255,0.07,0.07,0,anomaly
54227,20,1276,10,10,644,domain_u,SF,udp,65,145,255,1,0.01,127,normal
54228,20,1276,10,10,644,courier,S0,tcp,135,19,255,0.07,0.05,0,anomaly
54230,20,1276,10,10,644,http,SF,tcp,1,1,6,1,0,1946,normal
54229,20,1276,10,10,644,http,SF,tcp,7,7,30,1,0,1271,normal
54232,20,1276,10,10,644,smtp,SF,tcp,1,5,92,0.98,0.02,329,normal
54231,20,1276,10,10,644,smtp,SF,tcp,1,2,125,0.88,0.03,333,normal
54233,18,1152,10,8,644,http,SF,tcp,4,4,74,1,0,8314,anomaly
54234,18,1152,10,8,644,private,SF,udp,1,1,5,0.8,0.4,146,normal
54235,18,1152,10,8,644,ftp,SF,tcp,1,1,110,0.23,0.05,4152,normal
54236,18,1152,10,8,644,http,SF,tcp,1,1,255,1,0,30328,normal
54238,18,1152,10,8,644,ftp,S0,tcp,268,7,255,0.06,0.07,0,anomaly
54237,18,1152,10,8,644,supdup,S0,tcp,259,7,255,0.06,0.07,0,anomaly
54239,18,1152,10,8,644,http,SF,tcp,50,50,99,1,0,1208,normal
54240,18,1152,10,8,644,sql_net,REJ,tcp,103,3,255,0.01,0.07,0,anomaly
1740,354,90872,204,150,65672,eco_i,SF,icmp,1,24,4,1,0,0,anomaly
54244,20,1276,10,10,644,smtp,SF,tcp,1,2,6,0.83,0.33,1383,normal
54242,20,1276,10,10,644,nntp,S0,tcp,202,2,255,0.06,0.07,0,anomaly
54243,20,1276,10,10,644,private,REJ,tcp,1,1,64,0.02,1,0,anomaly
54241,20,1276,10,10,644,http,SF,tcp,18,18,25,1,0,931,normal
54245,20,1276,10,10,644,other,REJ,tcp,324,1,255,0,1,0,anomaly
54246,20,1276,10,10,644,ecr_i,SF,icmp,510,510,255,0.6,0.03,0,anomaly
54247,20,1276,10,10,644,private,S0,tcp,90,17,255,0.05,0.08,0,anomaly
54248,20,1276,10,10,644,http,SF,tcp,5,7,18,1,0,337,normal
137,14,1316,14,0,1316,http,SF,tcp,7,7,149,1,0,2072,normal
54252,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.08,0.18,0,anomaly
54250,18,1152,10,8,644,smtp,SF,tcp,1,2,40,0.7,0.05,328,normal
54249,18,1152,10,8,644,private,S0,tcp,76,11,255,0.07,0.06,0,anomaly
54251,18,1152,10,8,644,mtp,REJ,tcp,232,11,255,0.04,0.07,0,anomaly
54253,18,1152,10,8,644,iso_tsap,S0,tcp,37,9,255,0.04,0.08,0,anomaly
54254,18,1152,10,8,644,http,SF,tcp,3,3,255,1,0,788,normal
54255,18,1152,10,8,644,echo,S0,tcp,177,15,255,0.06,0.06,0,anomaly
54256,18,1152,10,8,644,private,S0,tcp,125,13,255,0.05,0.06,0,anomaly
54258,20,1276,10,10,644,private,S0,tcp,84,24,255,0.09,0.06,0,anomaly
54257,20,1276,10,10,644,http,SF,tcp,41,41,255,1,0,4858,normal
54259,20,1276,10,10,644,domain_u,SF,udp,1,1,30,0.77,0.07,44,normal
54260,20,1276,10,10,644,http,SF,tcp,42,44,255,1,0,3085,normal
54261,20,1276,10,10,644,private,REJ,tcp,122,14,255,0.05,0.06,0,anomaly
54262,20,1276,10,10,644,urp_i,SF,icmp,4,1,255,0.07,0.01,0,normal
54263,20,1276,10,10,644,http,REJ,tcp,254,6,255,0.02,0.08,0,anomaly
54264,20,1276,10,10,644,http,REJ,tcp,1,1,6,1,0,0,normal
54267,18,1152,10,8,644,smtp,SF,tcp,1,1,100,0.67,0.03,327,normal
54266,18,1152,10,8,644,gopher,S0,tcp,245,11,255,0.04,0.06,0,anomaly
54265,18,1152,10,8,644,http,SF,tcp,5,6,5,1,0,501,normal
54268,18,1152,10,8,644,http,SF,tcp,11,13,11,1,0,310,normal
54269,18,1152,10,8,644,eco_i,SF,icmp,1,13,3,1,0,0,anomaly
54270,18,1152,10,8,644,http,SF,tcp,2,2,59,1,0,667,normal
54272,18,1152,10,8,644,eco_i,SF,icmp,1,1,1,1,0,0,anomaly
54271,18,1152,10,8,644,private,S0,tcp,12,4,255,0.02,0.08,0,anomaly
54275,20,1276,10,10,644,domain_u,SF,udp,75,155,255,0.97,0.01,127,normal
54274,20,1276,10,10,644,smtp,SF,tcp,1,1,135,0.64,0.03,332,normal
54273,20,1276,10,10,644,private,S0,tcp,107,16,255,0.04,0.07,0,anomaly
54276,20,1276,10,10,644,bgp,S0,tcp,141,19,255,0.07,0.07,0,anomaly
54277,20,1276,10,10,644,http,SF,tcp,16,21,16,1,0,2731,normal
54278,20,1276,10,10,644,http,SF,tcp,6,6,72,1,0,5790,normal
54279,20,1276,10,10,644,http,SF,tcp,1,1,2,1,0,468,normal
54280,20,1276,10,10,644,discard,S0,tcp,261,11,255,0.04,0.07,0,anomaly
54284,18,1152,10,8,644,pop_3,SF,tcp,2,1,29,0.07,0.17,130,normal
54282,18,1152,10,8,644,private,RSTR,tcp,2,2,255,0.01,0.5,0,anomaly
54281,18,1152,10,8,644,http,SF,tcp,9,9,255,1,0,15675,normal
54283,18,1152,10,8,644,eco_i,SF,icmp,1,14,1,1,0,0,anomaly
54286,18,1152,10,8,644,private,S0,tcp,193,19,255,0.01,0.06,0,anomaly
54285,18,1152,10,8,644,daytime,S0,tcp,110,9,255,0.04,0.06,0,anomaly
54287,18,1152,10,8,644,http,SF,tcp,4,4,30,1,0,5669,normal
54288,18,1152,10,8,644,name,S0,tcp,201,17,255,0.07,0.08,0,anomaly
54291,20,1276,10,10,644,ftp_data,SF,tcp,7,7,137,0.34,0.04,0,normal
54290,20,1276,10,10,644,http,SF,tcp,7,8,7,1,0,220,normal
54292,20,1276,10,10,644,http,SF,tcp,6,8,255,1,0,12009,normal
54289,20,1276,10,10,644,iso_tsap,S0,tcp,229,20,255,0.08,0.07,0,anomaly
54293,20,1276,10,10,644,http_443,S0,tcp,43,6,255,0.02,0.08,0,anomaly
54294,20,1276,10,10,644,http,SF,tcp,5,6,142,1,0,3537,normal
54295,20,1276,10,10,644,private,S0,tcp,166,9,255,0.07,0.06,0,anomaly
54296,20,1276,10,10,644,http,REJ,tcp,227,4,255,0.02,0.07,0,anomaly
54298,18,1152,10,8,644,imap4,S0,tcp,268,6,255,0.02,0.08,0,anomaly
54299,18,1152,10,8,644,http,SF,tcp,10,10,255,1,0,4918,normal
54297,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.15,0.73,387,normal
54300,18,1152,10,8,644,http,SF,tcp,5,5,5,1,0,2710,normal
54301,18,1152,10,8,644,private,REJ,tcp,227,6,255,0.02,0.07,0,anomaly
54302,18,1152,10,8,644,private,S0,tcp,117,11,255,0.12,0.05,0,anomaly
54303,18,1152,10,8,644,smtp,SF,tcp,1,1,168,0.79,0.02,332,normal
54304,18,1152,10,8,644,eco_i,SF,icmp,1,17,2,1,0,0,anomaly
54306,20,1276,10,10,644,private,REJ,tcp,117,16,255,0.06,0.08,0,anomaly
54305,20,1276,10,10,644,finger,SF,tcp,1,1,255,0.17,0.02,147,normal
54307,20,1276,10,10,644,http,SF,tcp,29,42,255,1,0,334,normal
54308,20,1276,10,10,644,private,REJ,tcp,1,1,7,0.14,1,0,anomaly
54309,20,1276,10,10,644,eco_i,SF,icmp,1,36,4,1,0,0,anomaly
54310,20,1276,10,10,644,ftp,SF,tcp,1,1,246,0.3,0.02,2449,anomaly
